1517070698337571558, 3.010000
1517070698337769423, 3.117000
1517070698337968954, 3.229000
1517070698338168276, 3.326000
1517070698338367703, 3.398000
1517070698338567598, 3.456000
1517070698338767910, 3.481000
1517070698338967545, 3.488000
1517070698339168014, 3.473000
1517070698339368326, 3.434000
1517070698339567701, 3.367000
1517070698339767648, 3.285000
1517070698339968117, 3.181000
1517070698340167647, 3.058000
1517070698340368116, 2.910000
1517070698340568115, 2.759000
1517070698340768115, 2.593000
1517070698340968063, 2.411000
1517070698341168062, 2.218000
1517070698341368114, 2.038000
1517070698341567801, 1.853000
1517070698341768217, 1.666000
1517070698341968113, 1.492000
1517070698342168217, 1.315000
1517070698342368112, 1.152000
1517070698342568216, 1.005000
1517070698342768164, 0.874000
1517070698342968267, 0.757000
1517070698343168111, 0.658000
1517070698343368162, 0.585000
1517070698343568058, 0.535000
1517070698343768162, 0.500000
1517070698343968213, 0.493000
1517070698344168161, 0.509000
1517070698344368109, 0.551000
1517070698344568160, 0.616000
1517070698344768160, 0.706000
1517070698344968055, 0.808000
1517070698345168367, 0.938000
1517070698345376232, 1.084000
1517070698345567950, 1.233000
1517070698345772481, 1.405000
1517070698345968210, 1.576000
1517070698346168991, 1.754000
1517070698346368157, 1.943000
1517070698346566750, 2.130000
1517070698346767531, 2.319000
1517070698346967479, 2.501000
1517070698347167530, 2.683000
1517070698347367895, 2.837000
1517070698347567946, 2.991000
1517070698347768050, 3.118000
1517070698347968154, 3.229000
1517070698348167893, 3.325000
1517070698348368205, 3.401000
1517070698348568153, 3.461000
1517070698348768048, 3.482000
1517070698348967944, 3.490000
1517070698349168048, 3.469000
1517070698349368151, 3.435000
1517070698349567787, 3.370000
1517070698349768099, 3.287000
1517070698349968307, 3.179000
1517070698350168254, 3.060000
1517070698350368098, 2.914000
1517070698350568253, 2.756000
1517070698350768097, 2.592000
1517070698350967992, 2.410000
1517070698351168252, 2.226000
1517070698351368148, 2.042000
1517070698351568252, 1.854000
1517070698351768147, 1.669000
1517070698351968147, 1.486000
1517070698352168042, 1.313000
1517070698352368250, 1.153000
1517070698352568041, 1.005000
1517070698352768197, 0.875000
1517070698352967937, 0.758000
1517070698353168145, 0.658000
1517070698353368144, 0.585000
1517070698353568144, 0.534000
1517070698353768039, 0.501000
1517070698353967987, 0.494000
1517070698354167882, 0.510000
1517070698354367986, 0.551000
1517070698354568142, 0.617000
1517070698354768246, 0.709000
1517070698354968193, 0.808000
1517070698355168193, 0.931000
1517070698355368088, 1.080000
1517070698355568140, 1.233000
1517070698355767306, 1.397000
1517070698355967671, 1.576000
1517070698356168920, 1.755000
1517070698356368295, 1.941000
1517070698356567565, 2.129000
1517070698356768242, 2.319000
1517070698356968086, 2.501000
1517070698357167043, 2.673000
1517070698357367616, 2.839000
1517070698357567616, 2.987000
1517070698357767615, 3.115000
1517070698357967615, 3.228000
1517070698358167615, 3.327000
1517070698358367614, 3.402000
1517070698358568135, 3.455000
1517070698358767613, 3.482000
1517070698358967665, 3.489000
1517070698359167456, 3.469000
1517070698359367717, 3.434000
1517070698359568185, 3.373000
1517070698359768028, 3.289000
1517070698359968184, 3.179000
1517070698360168080, 3.060000
1517070698360368183, 2.914000
1517070698360567975, 2.755000
1517070698360767974, 2.591000
1517070698360968130, 2.410000
1517070698361168078, 2.227000
1517070698361368130, 2.039000
1517070698361568025, 1.852000
1517070698361768077, 1.668000
1517070698361968128, 1.482000
1517070698362168180, 1.318000
1517070698362368232, 1.152000
1517070698362568075, 1.006000
1517070698362768075, 0.874000
1517070698362968179, 0.758000
1517070698363168074, 0.659000
1517070698363368126, 0.585000
1517070698363568073, 0.534000
1517070698363768073, 0.501000
1517070698363968125, 0.493000
1517070698364168177, 0.509000
1517070698364368124, 0.552000
1517070698364568176, 0.617000
1517070698364768019, 0.706000
1517070698364968175, 0.808000
1517070698365168123, 0.932000
1517070698365368279, 1.081000
1517070698365567757, 1.233000
1517070698365768278, 1.396000
1517070698365968069, 1.576000
1517070698366168173, 1.754000
1517070698366368173, 1.942000
1517070698366568068, 2.130000
1517070698366768172, 2.319000
1517070698366968328, 2.498000
1517070698367168119, 2.671000
1517070698367368275, 2.839000
1517070698367568222, 2.985000
1517070698367768170, 3.113000
1517070698367968065, 3.231000
1517070698368168221, 3.325000
1517070698368370565, 3.402000
1517070698368567856, 3.453000
1517070698368767699, 3.476000
1517070698368967699, 3.489000
1517070698369174990, 3.472000
1517070698369376865, 3.433000
1517070698369567698, 3.367000
1517070698369772073, 3.279000
1517070698369967593, 3.178000
1517070698370167645, 3.060000
1517070698370368426, 2.911000
1517070698370567696, 2.755000
1517070698370767696, 2.591000
1517070698370968112, 2.409000
1517070698371168372, 2.228000
1517070698371368268, 2.038000
1517070698371568163, 1.850000
1517070698371768319, 1.665000
1517070698371968058, 1.485000
1517070698372166756, 1.317000
1517070698372386964, 1.143000
1517070698372577797, 0.997000
1517070698372768109, 0.873000
1517070698372968369, 0.758000
1517070698373168212, 0.659000
1517070698373368212, 0.585000
1517070698373567951, 0.534000
1517070698373768211, 0.501000
1517070698373968263, 0.493000
1517070698374168210, 0.510000
1517070698374368366, 0.550000
1517070698374568158, 0.618000
1517070698374768157, 0.708000
1517070698374968261, 0.808000
1517070698375168209, 0.931000
1517070698375367635, 1.080000
1517070698375567635, 1.233000
1517070698375766801, 1.396000
1517070698375967634, 1.576000
1517070698376168259, 1.755000
1517070698376372477, 1.947000
1517070698376567008, 2.143000
1517070698376768206, 2.320000
1517070698376967684, 2.498000
1517070698377168257, 2.671000
1517070698377368205, 2.837000
1517070698377568152, 2.989000
1517070698377771693, 3.118000
1517070698377967839, 3.229000
1517070698378167682, 3.326000
1517070698378368307, 3.400000
1517070698378571432, 3.457000
1517070698378769035, 3.479000
1517070698378967837, 3.489000
1517070698379167524, 3.470000
1517070698379368305, 3.434000
1517070698379567471, 3.369000
1517070698379768252, 3.288000
1517070698379968200, 3.179000
1517070698380168199, 3.059000
1517070698380367626, 2.911000
1517070698380567886, 2.756000
1517070698380767678, 2.590000
1517070698380968146, 2.410000
1517070698381171427, 2.216000
1517070698381367728, 2.038000
1517070698381567155, 1.845000
1517070698381768301, 1.666000
1517070698381967936, 1.485000
1517070698382169498, 1.317000
1517070698382367675, 1.153000
1517070698382568351, 1.006000
1517070698382768299, 0.874000
1517070698382968038, 0.758000
1517070698383168194, 0.659000
1517070698383368194, 0.584000
1517070698383568089, 0.534000
1517070698383768297, 0.501000
1517070698383968245, 0.493000
1517070698384168192, 0.509000
1517070698384368192, 0.551000
1517070698384568139, 0.617000
1517070698384768087, 0.706000
1517070698384968243, 0.808000
1517070698385168138, 0.932000
1517070698385368086, 1.081000
1517070698385568190, 1.233000
1517070698385768189, 1.397000
1517070698385968085, 1.576000
1517070698386167563, 1.754000
1517070698386367928, 1.943000
1517070698386568552, 2.133000
1517070698386767562, 2.319000
1517070698386976729, 2.509000
1517070698387172457, 2.680000
1517070698387381311, 2.849000
1517070698387567561, 2.986000
1517070698387767873, 3.118000
1517070698387967716, 3.231000
1517070698388167612, 3.327000
1517070698388367612, 3.402000
1517070698388566778, 3.455000
1517070698388768184, 3.481000
1517070698388968131, 3.489000
1517070698389167558, 3.471000
1517070698389367714, 3.432000
1517070698389567661, 3.370000
1517070698389768130, 3.287000
1517070698389968338, 3.179000
1517070698390168546, 3.060000
1517070698390367660, 2.914000
1517070698390568180, 2.756000
1517070698390768128, 2.592000
1517070698390967503, 2.409000
1517070698391167606, 2.228000
1517070698391370939, 2.038000
1517070698391567606, 1.854000
1517070698391767605, 1.665000
1517070698391967605, 1.484000
1517070698392168178, 1.316000
1517070698392368281, 1.151000
1517070698392568073, 1.006000
1517070698392768020, 0.873000
1517070698392967447, 0.757000
1517070698393167655, 0.658000
1517070698393367498, 0.585000
1517070698393568071, 0.535000
1517070698393767602, 0.502000
1517070698393967758, 0.493000
1517070698394168434, 0.509000
1517070698394368226, 0.551000
1517070698394568173, 0.617000
1517070698394768277, 0.708000
1517070698394968329, 0.807000
1517070698395168276, 0.936000
1517070698395368068, 1.080000
1517070698395568119, 1.234000
1517070698395773171, 1.406000
1517070698395968275, 1.576000
1517070698396167597, 1.754000
1517070698396368274, 1.941000
1517070698396567857, 2.129000
1517070698396768221, 2.320000
1517070698396968221, 2.500000
1517070698397168273, 2.674000
1517070698397368168, 2.841000
1517070698397567959, 2.986000
1517070698397768271, 3.117000
1517070698397972750, 3.234000
1517070698398167750, 3.327000
1517070698398370510, 3.400000
1517070698398572489, 3.456000
1517070698398767801, 3.482000
1517070698398967592, 3.492000
1517070698399172279, 3.472000
1517070698399367539, 3.433000
1517070698399568320, 3.370000
1517070698399767643, 3.289000
1517070698399967642, 3.179000
1517070698400168111, 3.060000
1517070698400368267, 2.914000
1517070698400569568, 2.754000
1517070698400768058, 2.591000
1517070698400968318, 2.410000
1517070698401167744, 2.229000
1517070698401367588, 2.038000
1517070698401568160, 1.852000
1517070698401767639, 1.666000
1517070698401967691, 1.482000
1517070698402168263, 1.318000
1517070698402368107, 1.153000
1517070698402568159, 1.006000
1517070698402768054, 0.875000
1517070698402968106, 0.758000
1517070698403167741, 0.658000
1517070698403368105, 0.584000
1517070698403568105, 0.534000
1517070698403768313, 0.501000
1517070698403968364, 0.493000
1517070698404168260, 0.509000
1517070698404366749, 0.551000
1517070698404567686, 0.618000
1517070698404767425, 0.700000
1517070698404967633, 0.807000
1517070698405167529, 0.932000
1517070698405368153, 1.079000
1517070698405568101, 1.233000
1517070698405768205, 1.400000
1517070698405967632, 1.576000
1517070698406167735, 1.755000
1517070698406368152, 1.942000
1517070698406571328, 2.139000
1517070698406768307, 2.320000
1517070698406967890, 2.504000
