2786243	 3.449000
12785728	 2.525000
22786462	 3.440000
32786312	 2.517000
42786161	 3.440000
52785802	 2.534000
62786380	 3.439000
72787011	 2.525000
82786443	 3.439000
92786188	 2.518000
102787131	 3.440000
112785782	 2.518000
122786569	 3.440000
132785845	 2.518000
142786528	 3.450000
152785856	 2.510000
162787320	 3.441000
172786492	 2.518000
182786446	 3.441000
192786034	 2.526000
202786665	 3.441000
212786097	 2.518000
222786415	 3.439000
232786317	 2.525000
242787468	 3.447000
252786171	 2.519000
262786593	 3.440000
272786182	 2.526000
282786031	 3.440000
292785881	 2.534000
302786511	 3.441000
312786100	 2.518000
322786678	 3.440000
332786059	 2.533000
342786325	 3.440000
352786018	 2.354000
362786388	 3.455000
372785820	 2.501000
382786294	 3.440000
392787758	 2.525000
402786305	 3.440000
412785113	 2.553000
422786941	 3.439000
432786270	 2.548000
442786587	 3.440000
452786332	 2.549000
462786494	 3.440000
472786031	 2.553000
482786557	 3.440000
492785938	 2.555000
502786638	 3.440000
512785666	 2.559000
522786874	 3.440000
532786933	 2.543000
542786057	 3.439000
552786274	 2.549000
562786022	 3.350000
572786135	 2.650000
582788227	 3.385000
592786153	 2.609000
602786318	 3.386000
612785805	 2.609000
622786387	 3.386000
632785979	 2.602000
642786300	 3.385000
652785892	 2.600000
662786995	 3.417000
672786847	 2.468000
682789252	 3.418000
692787125	 2.472000
702787498	 3.419000
712787820	 2.485000
722787412	 3.418000
732786900	 2.469000
742787429	 3.419000
752786761	 2.477000
762787082	 3.418000
772787039	 2.485000
782787568	 3.418000
792786848	 2.511000
802788054	 3.418000
812787386	 2.501000
822788176	 3.418000
832787247	 2.502000
842788141	 3.418000
852787160	 2.501000
862787950	 3.418000
872787230	 2.493000
882788020	 3.420000
892786362	 2.501000
902786423	 3.418000
912787265	 2.501000
922788159	 3.419000
932787178	 2.509000
942788854	 3.419000
952787039	 2.501000
962788402	 3.418000
972788463	 2.567000
982787690	 3.418000
992786866	 2.600000
1002788177	 3.418000
1012787144	 2.601000
1022787621	 3.419000
1032786849	 2.591000
1042787378	 3.418000
1052786241	 2.608000
1062787083	 3.418000
1072786206	 2.657000
1082786788	 3.418000
1092785599	 2.658000
1102787274	 3.418000
1112786398	 2.658000
1122787083	 3.419000
1132785946	 2.660000
1142786632	 3.418000
1152785755	 2.657000
1162786389	 3.420000
1172786450	 2.654000
1182786979	 3.417000
1192786311	 2.649000
1202787414	 3.418000
1212786329	 2.650000
1222787066	 3.420000
1232786086	 2.656000
1242787292	 3.418000
1252785999	 2.649000
1262788612	 3.418000
1272786016	 2.651000
1282786962	 3.418000
1292786398	 2.658000
1302786772	 3.418000
1312786155	 2.657000
1322786372	 3.418000
1332785808	 2.650000
1342786442	 3.418000
1352786398	 2.654000
1362787345	 3.418000
1372786572	 2.658000
1382787206	 3.420000
1392785756	 2.665000
1402787067	 3.418000
1412785201	 2.664000
1422786564	 3.418000
1432787249	 2.658000
1442787258	 3.418000
1452786225	 2.658000
1462787015	 3.420000
1472786191	 2.649000
1482786928	 3.418000
1492785843	 2.658000
1502786478	 3.418000
1512785497	 2.657000
1522786548	 3.418000
1532785776	 2.641000
1542786618	 3.418000
1552786002	 2.649000
1562786584	 3.440000
1572786229	 2.516000
1582786915	 3.439000
1592785935	 2.518000
1602785996	 3.440000
1612785849	 2.511000
1622786014	 3.440000
1632785607	 2.517000
1642785876	 3.439000
1652785573	 2.518000
1662786207	 3.441000
1672786841	 2.509000
1682786902	 3.441000
1692785870	 2.509000
1702787285	 3.439000
1712786096	 2.502000
1722787303	 3.439000
1732785958	 2.501000
1742786696	 3.441000
1752786237	 2.493000
1762786871	 3.440000
1772786047	 2.509000
1782786629	 3.439000
1792785856	 2.506000
1802786855	 3.439000
1812787073	 2.500000
1822786821	 3.439000
1832786518	 2.501000
1842788194	 3.441000
1852786224	 2.475000
1862786806	 3.439000
1872786398	 2.509000
1882786303	 3.440000
1892785739	 2.514000
1902785957	 3.440000
1912786122	 2.509000
1922787225	 3.441000
1932786713	 2.509000
1942786931	 3.440000
1952786158	 2.517000
1962787261	 3.440000
1972786958	 2.570000
1982787540	 3.441000
1992786039	 2.566000
2002787871	 3.439000
2012786421	 2.566000
2022787108	 3.439000
2032786387	 2.534000
2042787907	 3.440000
2052786041	 2.542000
2062787404	 3.440000
2072786372	 2.550000
2082787058	 3.441000
2092785557	 2.559000
2102786555	 3.440000
2112785940	 2.566000
