2122785844	 3.440000
2132786791	 2.567000
2142786488	 3.440000
2152786132	 2.566000
2162786402	 3.440000
2172786619	 2.566000
2182786680	 3.440000
2192785648	 2.562000
2202787011	 3.439000
2212786499	 2.560000
2222787758	 3.441000
2232786413	 2.543000
2242787204	 3.441000
2252787057	 2.543000
2262786909	 3.450000
2272786137	 2.541000
2282787032	 3.442000
2292786260	 2.542000
2302786633	 3.440000
2312786538	 2.534000
2322786860	 3.439000
2332786400	 2.543000
2342786357	 3.441000
2352786002	 2.543000
2362787053	 3.440000
2372786124	 2.533000
2382786706	 3.442000
2392785986	 2.541000
2402786568	 3.441000
2412785223	 2.542000
2422787003	 3.440000
2432785971	 2.543000
2442786396	 3.439000
2452785885	 2.550000
2462786623	 3.440000
2472786632	 2.546000
2482788151	 3.438000
2492785973	 2.543000
2502786920	 3.449000
2512785680	 2.541000
2522786366	 3.445000
2532785699	 2.535000
2542788417	 3.442000
2552786291	 2.542000
2562788175	 3.439000
2572786726	 2.536000
2582787361	 3.439000
2592786224	 2.542000
2602787171	 3.441000
2612785931	 2.542000
2622786774	 3.440000
2632786054	 2.548000
2642787053	 3.439000
2652785813	 2.541000
2662786655	 3.440000
2672786457	 2.542000
2682789174	 3.439000
2692786267	 2.542000
2702787318	 3.438000
2712787328	 2.541000
2722787129	 3.439000
2732785784	 2.534000
2742788554	 3.441000
2752785960	 2.533000
2762786490	 3.440000
2772785875	 2.534000
2782787238	 3.444000
2792785894	 2.533000
2802786788	 3.447000
2812786277	 2.533000
2822786651	 3.438000
2832786192	 2.534000
2842786826	 3.439000
2852786107	 2.533000
2862788252	 3.440000
2872786334	 2.533000
2882787333	 3.441000
2892785468	 2.533000
2902785946	 3.440000
2912786216	 2.538000
2922787736	 3.441000
2932786599	 2.534000
2942787390	 3.441000
2952786410	 2.526000
2962787930	 3.439000
2972787419	 2.533000
2982787741	 3.439000
2992786136	 2.533000
3002787603	 3.439000
3012786207	 2.533000
3022787883	 3.447000
3032786434	 2.510000
3042787693	 3.449000
3052786349	 2.510000
3062787608	 3.448000
3072786472	 2.518000
3082787158	 3.448000
3092785970	 2.519000
3102786917	 3.448000
3112785885	 2.533000
3122787509	 3.449000
3132786164	 2.526000
3142787163	 3.448000
3152786079	 2.526000
3162786974	 3.448000
3172786150	 2.527000
3182787410	 3.448000
3192786325	 2.533000
3202787637	 3.449000
3212786032	 2.525000
3222787239	 3.448000
3232786103	 2.525000
3242787519	 3.448000
3252786330	 2.519000
3262789569	 3.447000
3272786349	 2.513000
3282787973	 3.447000
3292786420	 2.525000
3302787784	 3.448000
3312786387	 2.525000
3322787491	 3.449000
3332786458	 2.510000
3342787874	 3.446000
3352786425	 2.510000
3362787476	 3.447000
3372786080	 2.501000
3382787808	 3.447000
3392785682	 2.519000
3402786889	 3.449000
3412785701	 2.525000
3422786856	 3.449000
3432786189	 2.533000
3442787552	 3.447000
3452786468	 2.533000
3462787624	 3.449000
3472786331	 2.525000
3482787486	 3.448000
3492785777	 2.525000
